Date,ABB.NS,ACC.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASHOKLEY.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BANKBARODA.NS,BHARTIARTL.NS,BHEL.NS,BOSCHLTD.NS,BRITANNIA.NS,COALINDIA.NS,COLPAL.NS,DABUR.NS,DIVISLAB.NS,DLF.NS,GLAXO.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,HINDVEN.NS,IBULHSGFIN.NS,ICICIBANK.NS,IDBI.NS,IDEA.NS,IDFCFIRSTB.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JINDALSTEL.NS,JPASSOCIAT.NS,JPASSOCIAT.NS ,JSWSTEEL.NS,MARUTI.NS,MTNL.NS,NATIONALUM.NS,NESTLEIND.NS,NIITLTD.NS,NMDC.NS,NTPC.NS,ONGC.NS,PNB.NS,POWERGRID.NS,RCOM.NS,RELCAPITAL.NS,RELINFRA.NS,RPOWER.NS,SAIL.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,STLTECH.NS,STRTECH.NS,SUNPHARMA.NS,SUZLON.NS,TATACOMM.NS,TATACONSUM.NS,TATAMOTORS.NS,TATAPOWER.NS,TECHM.NS,TITAN.NS,UPL.NS,WIPRO.NS,YESBANK.NS,ZEEL.NS,ZEELEARN.NS,ZYDUSLIFE.NS
2022-01-03,-0.0126029595088512,0.0160667832499479,0.0086265479590683,-0.0045676169291015,0.0428746625640752,0.0116612951091654,-0.0030639495984069,0.0262324068199379,0.0085712378801394,0.0350538619808955,0.0225747938387972,0.010968120339758,0.0296862603130827,-0.0015791144723135,0.0032031236860483,0.0633344635124906,-0.0118139126040134,0.0018964106138794,-0.0057608001695624,0.0110129064821629,-0.0111006824667999,0.0053447400638069,0.0272069964418024,0.0014624653806356,0.0058893699738811,0.0052571265237406,0.0004873831800047,,,0.0331688785121373,0.0226293977792373,0.013029303211391,0.0268873442147805,0.0271912272237728,0.0056681439458128,0.0048154879932529,0.022796478134571,0.0452261123508876,0.0452261123508876,0.016921920150827,0.0131220296290581,-0.0154278549289417,0.0212871673690027,-0.0014082896595426,0.0696876385769162,0.0150037285899093,0.0128616094091482,0.0045646526040905,0.0187667132420079,0.002935637708898,0.089743563095886,0.048780473216506,0.0500000317891438,0.047794088257226,0.0270523113850793,0.0112041204333384,0.0224778610159359,0.0096321812569637,0.0023079799982059,-0.0107733186816998,,0.0038429369435706,0.0490196557609645,-0.0130765276507311,0.0061200545449797,0.0315091493524601,0.0110884819083276,-0.0032112037246933,0.0005748586642286,0.0228885751125345,0.0046831776960511,0.0255474734556584,0.0067020444652803,0.0977198672783601,-0.0122115460797994
2022-01-04,0.0064840257620712,-0.0120149873925535,0.0035976132660218,-0.0051899002434894,-0.0023492773778058,0.0107819662618915,-0.0134544633104075,0.0183816140547699,0.0036769551005113,0.0090775475999433,0.0011932987045064,0.0088963154253745,-0.0107084882508827,-0.0040652310585114,0.0057773055001402,-0.0148100326180314,0.0006831183520568,-0.0122173682622487,-0.0063531443624672,-0.0007598736181926,-0.0017845456512779,0.0055047689054821,0.0058566278441021,0.0040739002415886,0.0033511744110721,-0.0040790360100614,0.0169187130585657,,,0.0106578174246128,-0.0010537566424302,-0.0192926165308738,-0.0070493913003392,-0.0086593707165465,0.0003687600283222,0.0052488302184765,0.0060905043031702,0.048076924840374,0.048076924840374,0.0050221244218293,0.0141149803421856,-0.0498575520249739,-0.0101795742727245,0.0107278109999193,0.0175039311960463,0.0036954860773648,0.0547618790228696,0.0332049447048075,0.0092105582745665,0.0273170009646253,-0.0470587786506203,0.0232557756385198,-0.0327381245223113,-0.0245614302785772,-0.0022706976426296,0.0092607504333155,0.0269753882054915,-0.0107643942811171,-0.004013755286318,-0.0128227120447236,,-0.0132517041171943,-0.0467290155067736,-0.0166747488033081,-0.0122326258271781,-0.0160771974039614,0.0129812385167578,0.0028014056545409,0.0234364445124204,-0.0032060491219866,0.0038957742640786,0.0320284557406542,-0.001857839325065,-0.0504451253546848,-0.0264011952844771
2022-01-05,0.0029055873577001,0.0076429295709821,0.0211701535171293,0.0017421427709334,0.0341443173166042,0.0195127058063386,-0.0013152371165388,0.0250300195127912,0.0210997031125177,0.0497769275157833,0.0119189627144955,0.0036561159003125,-0.0041631818234088,0.0063724193295495,0.0058404038832591,0.0045750181526151,0.0009215579906887,0.0147201436446728,-0.0136853280191105,0.019267141675483,-0.0176754279842398,-0.017023634854581,0.0237480000437348,0.0006124404658245,0.008491371529758,-0.0015752503908822,0.0060592818033877,,,0.0196674283948243,0.071729956400723,-0.0098360405593621,0.0101419879865662,-0.0004976334248326,-0.0286970158181985,0.0013619550245307,0.0468830262396571,0.0458715612384048,0.0458715612384048,0.0359486660404944,0.0190364684709802,-0.043478228543728,0.0132224604333988,0.0023480168621863,-0.031758973886693,0.020618430682499,-0.0067720003350225,0.0172533725125583,0.0104301793929177,-0.0092594539535028,-0.0493827843662411,-0.0227272361341014,-0.0046153533153044,-0.0035970675131452,0.0286754196377923,-0.0006144870771734,0.0184074919791348,0.0096665763465695,-0.0139779148294146,-0.0021353140288608,,-0.0031038306662733,-0.0490195539355815,0.0570292927605882,-0.0071055861920038,0.0003063816955219,-0.0123729857018697,-0.0291932306009018,-0.0026520508177539,0.003610179166265,-0.0110879759001503,0.0,-0.010237376428449,0.0218750238418579,-0.0126977471605921
2022-01-06,-0.0004265920414988,-0.0062464561344911,-0.0200026520616157,-0.0017694076626257,0.0053130585152061,-0.0034451214048665,-0.0046443634053557,0.0046774022707631,0.0177606448089666,-0.0001055475392437,0.0200235371587258,0.0148571351726094,0.0058528854206461,-0.0033347122388361,0.0042080475018997,0.0061809307587803,-0.0063091838662476,8.582322206041049e-05,-0.0152027442744018,-0.0077103897907612,0.0125925251296299,-0.0197214406290796,-0.0160399298740042,-0.0101751665408656,-0.0039902633971352,0.0078888753563202,-0.0101002302727789,,,-0.0038068392569073,0.0108267017677805,0.0132450201465272,0.0,0.0196361111917025,-0.0145556940284364,-0.0083881020844318,-0.0086123496424251,0.0482456323806237,0.0482456323806237,-0.0295896607929062,0.013729297057234,0.0485893781487321,0.0140164390528629,-0.0144563857075916,-0.016610576675641,0.0003608320719474,-0.0083332933498954,0.0029928297606616,0.0012903271042106,-0.0129403020161509,0.0,0.0132890237030203,0.0319422810576093,0.0324909600628751,-0.0057522710597885,-0.0116818279885172,-0.0014215943635208,-0.0252291060178535,-0.01378886825299,-0.0194363856857108,,-0.006586028182388,0.0463916775150583,-0.0138791090356159,-0.0111095870100611,-0.0018376644275154,0.0221476557836666,-0.0261576144902434,0.0076665805400617,0.0238718228208603,-0.0108618939541631,-0.0172413793103448,0.0172387088825416,0.1987767537720297,-0.0035967167561082
2022-01-07,0.0008313781167534,0.0257262920374601,-0.0050014169295447,0.0115622327726214,-0.0003773697280221,0.0175408338006122,-0.0110733190138546,0.0004107164681439,-0.0075185492220479,-0.0127652595166621,0.0115472593595666,-0.0080236043233328,-0.0108063407837101,-0.0112014082873715,0.0169383079364204,0.014872409501438,0.0089232257574685,0.0084969557471559,0.0061370964868026,0.0041358146449819,0.0121169977918316,0.0043973397184253,0.007014179412712,0.0207141190963027,0.0012419615650105,0.0300563854120234,0.0103494112772009,,,0.0104451395806146,-0.0214215564176557,-0.0130718827955472,-0.0120481623155243,0.0005966509349795,-0.0019253869918045,-0.0013717644600375,0.009183484080006,0.0251046188722334,0.0251046188722334,-0.0016322092311948,0.0030321904731285,0.0448430483045581,0.0552907764136643,0.0129939925501676,0.0058798511007454,0.0,0.0034377341495752,0.0414457252815139,0.0025774315892668,-0.0036416654750631,-0.0129870009233301,-0.0065574020635886,-0.015976020466736,-0.0104895503639067,-0.0031151941695206,0.0097876676714065,-0.0009152344458492,0.0195339413630994,-0.0075251193938492,0.0010909816145452,,-0.0007833049467997,0.0492611326390037,-0.0123532630058796,0.014680570132201,0.0035797695188488,0.0059094340539764,0.0069441148105078,-0.0089372192731435,0.0079207688746514,0.0081473371635973,-0.02105264496385,-0.0115545156602188,-0.1045918930872723,-0.0144387992957983
2022-01-10,0.0241568355723869,0.0155605548061108,0.0037358779769076,0.0086422978504572,0.0139728020814293,-0.0063752969847409,0.0384507420050517,0.016698549221398,0.0125571357200264,0.0023597547050338,0.051940779989219,0.0003547843553546,0.0529411718939643,0.0198054403425396,0.0082812906864013,0.0238929563510423,-0.0031974654276377,0.0027236118698079,-0.0112694056115021,0.0183475692566319,0.0092796321942758,-0.0018987436730582,0.0055463901430317,0.0040133427221862,0.0316113008355141,-0.0012158434906319,-0.0037662826514545,,,0.0220612301457421,0.0308456865139032,-0.0165562909724685,0.0121950907483125,-0.0015179476044503,0.0200903895261643,0.0224359497235446,-0.0056566239428726,0.0326530300841039,0.0326530300841039,-0.0011145258608614,0.0277763736253293,-0.0185980403916946,0.0176152732401824,-0.0097901089431053,-0.0130726560531891,0.0093761370972473,0.0038066771807365,0.0082777012741059,0.037274985186207,-0.0058479139079524,0.0394737098025486,0.0495049517415604,0.0497208903576686,0.0494700199159552,-0.0200892959998739,0.0096106305953027,0.0252417051197539,-0.0037416498219834,0.0174061320099849,-0.0056311737336798,,-0.00271437682222,0.0469483036964495,0.0154125616263038,-0.0057057221060768,0.026702086515957,0.0084855300436152,0.0071309803775656,0.0329614407418692,0.0413840607812019,-0.0252986492852942,0.0035842431124375,0.0233790693217368,0.0142450148642783,0.0072141239655745
2022-01-11,0.0256696121997195,-0.0097191843223364,0.0355282465273807,-0.0012241051583569,0.0067037876682471,-0.0041507800807161,-0.0238708656470457,0.0006059136578815,0.0004803012145206,3.928931670582614e-05,0.0005424947935306,-0.0021278633163427,-0.011971223989073,-0.0076178549533301,-0.0066211021801469,-0.0133790238744405,-0.0072686372481134,-0.0026313522604768,0.0113642828231941,0.0022060885322754,0.0065267645191369,0.0431257594391061,0.0043293048945434,-0.0072403664861028,-0.0038209245170741,-0.0132887255445792,-0.0014124801900478,,,-0.0001233106805608,-0.0173743998611601,-0.2053872129552767,-0.0100401607963862,-0.0031492416822728,0.0026204605811943,-0.0060457767779514,-0.0503339497101317,-0.0474307862362702,-0.0474307862362702,-0.039279801920609,0.0022460397847716,-0.0422740756615747,-0.037283718904104,0.0027374012466157,0.0043074971591658,-0.0250088378464493,0.0034129645671661,0.0164193683537454,-0.0099131943189477,-0.0007350815629753,-0.0379747072295333,-0.0251572093161627,-0.048815810259423,-0.0370370489297205,-0.0487470955023404,0.0034986553951568,0.004566654802409,0.0034701029120487,-0.0004537851406557,-0.0003653589308197,,0.0068948921211706,0.0493274127397089,-0.0042742509344957,0.0092225408974548,-0.0047648219957141,0.0058253544443716,0.0123251284782344,-0.0015616691237287,-0.0024950441689114,0.0009373233540082,-0.0071428843906947,-0.0109654781486141,-0.0505617784890926,-0.0176307922991015
2022-01-12,-0.009831264456385,0.007486057686751,-0.0020258758227861,-0.0088257846603841,0.0277471125634904,0.0014270171952914,-0.0038905468834684,0.0048435492198493,0.0009747677661169,0.0076294520104316,0.0059652899546343,0.0380269187315045,0.0072697000251593,0.0068490786723678,-0.0115271123531485,0.0050459164278287,-0.0035750741384728,-0.0085948200835335,-0.0052363001431069,0.0212791901026441,-0.0012686443957046,0.0063259026940187,-0.0059071322610454,0.0229430500476484,0.0086637798115436,0.0238511569039945,0.0039523530527136,,,0.016159807363099,-0.0098231753997134,0.0847457613420363,0.004056810670072,0.0257094133743871,0.0117752298171547,0.0036044743826013,0.0167990890189537,-0.0248962809947115,-0.0248962809947115,0.0175777376336925,0.0033030277015988,-0.0395737990089914,0.026279459516689,-0.0027754196784152,0.0241261818266871,0.0355441488125543,0.0117158177277738,0.0248524055543719,0.0012515687114622,0.0053959089096122,0.0,-0.0129032135009765,-0.0203252029368516,0.003496516787969,0.0052680563804501,0.0129722154776366,0.0084988614784251,-0.0119478379131767,0.0153226297780293,0.002375701033918,,0.0045651694719679,0.0470086001193079,0.0529980081631751,-0.0034522383004913,0.0118691479212911,0.0199484319875831,-0.0038568650969366,-0.0152260291621231,0.003477528949064,-0.0040337378395602,-0.0107913397587656,0.003695652402945,-0.0059171824690504,-0.0052719955617003
2022-01-13,-0.0042954395163823,-0.0002807894970305,0.0113287101627506,-0.0061922475244013,-0.0061195758251293,-0.0247051200192272,0.0009765008285382,-0.0082344644384702,0.0031684867461532,0.0161524809690534,0.0123989974099278,0.0021910879021991,0.005613513366526,-0.0004855009122036,0.0132020274594037,0.0338873901183689,0.0117294244480858,-0.0030901750847639,0.0216229216943926,-0.016165782186279,0.0014398036959664,-0.0132380993196903,-0.0184049179553178,-0.0043074477065873,0.0011965493827317,0.0191786590547151,0.0004350622830195,,,0.0011533463858934,0.0396825098534447,0.0,0.0060605906476878,-0.0153469912533451,0.0103064761641229,0.0053872163137105,0.0584016917922458,-0.0468085268710521,-0.0468085268710521,0.0468760933755567,-0.0114677420185256,0.0110935147363995,0.0215631788893293,0.0003703330623632,-0.0041881119517684,0.0336164254469391,0.0082180495428079,-0.0060625206693658,0.0049999170925745,0.0148816664179343,0.0,-0.0163398690773475,0.0274896419495129,-0.0069686675129888,0.0295379652998684,0.0074435656477662,0.0021558567104842,0.005232908639194,0.0047040372189044,-0.0007292524477192,,0.0350394298679308,-0.0489796523975984,-0.007832031640428,-0.0080152154857957,0.0092656626802143,0.0317560641601109,-0.0067323166567807,0.0024111366272876,0.0226167411966409,-0.0601722399049564,0.018181818181818,-0.00138069524862,0.0029762587309454,0.0086828480676519
2022-01-14,0.0151963220994868,0.0189919470559858,0.0102304912235471,-0.0018661365699526,-0.0021730262374233,-0.0265750364834582,-0.0312848906649091,-0.0256513644023168,-0.0052738426434341,-0.0008394557343064,-0.0031949266750994,-0.0153046751256989,0.0159490265120834,0.0051389970387802,-0.0098691723257183,0.0,-0.0018753754504849,-0.0084381527668934,0.0057844115604934,0.0159446185432465,-0.0070473259891837,0.0022109450602547,0.0112239216069709,0.0016409974153808,-0.0092149602122015,-0.0022660090835714,-0.0209178411405857,,,-0.0056990181016631,-0.0152672549096397,-0.0039062648429533,-0.0120481623155243,-0.007604438668866,0.0171605629746351,-0.0060280765134556,0.0131897214569676,0.026785731771771,0.026785731771771,-0.0074869390547237,0.0008852894750255,-0.0062695566765663,-0.0013190974837035,-0.0159400405676286,0.0090422131748617,-0.0006847405485189,0.0029641926530428,-0.0176883638661435,-0.0012436860297572,-0.0012018858823839,0.0263158274489432,0.0465116146441029,0.0373548393159441,0.0491227936326412,0.001388236628246,0.0038929131678508,-0.0058668009631449,0.0083093260579456,0.0145967833440168,0.0,,-0.0066435348566958,0.0472103543794368,-0.0001617596944549,0.0442344121558986,-0.0040042569559861,-0.0036689198189128,0.0110250566912826,-0.0101174175932817,-0.0194411936127619,-0.0153135052951143,0.0035714421953474,-0.0089108167254879,0.0296735898326661,-0.0115148502804058
